transaction_id,customer_id,amount,transaction_type,transaction_date,status,segment,account_created_date,tx_hour,tx_day_of_week,account_age_days,is_high_value
251,38,3823.26,CREDIT,2025-12-06 10:04:46,PROCESSED,CORPORATE,2023-01-31,10,5,1040,1
252,85,710.19,DEBIT,2025-12-11 18:03:27,PROCESSED,SME,2023-11-17,18,3,755,1
253,24,3279.94,DEBIT,2026-02-08 17:33:07,PROCESSED,RETAIL,2024-11-09,17,6,456,1
254,20,3977.92,CREDIT,2025-12-02 18:53:31,PROCESSED,RETAIL,2021-04-15,18,1,1692,1
255,35,2779.89,TRANSFER,2025-06-18 06:33:38,PROCESSED,SME,2025-02-12,6,2,126,1
256,43,2673.9,TRANSFER,2025-12-10 03:43:39,PROCESSED,CORPORATE,2023-04-05,3,2,980,1
257,54,2173.16,CREDIT,2025-08-22 02:38:10,PROCESSED,RETAIL,2023-12-07,2,4,624,1
258,50,3188.6,CREDIT,2026-01-05 03:51:17,PROCESSED,CORPORATE,2024-10-14,3,0,448,1
259,79,3947.11,TRANSFER,2025-07-24 14:05:14,PROCESSED,SME,2024-04-25,14,3,455,1
260,73,3210.86,TRANSFER,2025-07-14 10:49:42,PROCESSED,SME,2021-02-12,10,0,1613,1
261,54,3403.2,CREDIT,2025-08-05 09:40:38,PROCESSED,RETAIL,2023-12-07,9,1,607,1
262,76,1382.74,DEBIT,2025-04-10 20:05:21,PROCESSED,CORPORATE,2021-07-22,20,3,1358,1
263,34,4782.73,DEBIT,2025-04-08 05:31:58,PROCESSED,RETAIL,2025-09-02,5,1,-147,1
264,98,4299.79,DEBIT,2025-07-11 08:21:56,PROCESSED,SME,2025-01-22,8,4,170,1
265,34,4339.06,CREDIT,2025-11-03 20:15:20,PROCESSED,RETAIL,2025-09-02,20,0,62,1
266,70,3975.43,TRANSFER,2025-06-01 01:34:58,PROCESSED,SME,2025-04-12,1,6,50,1
267,53,1738.54,CREDIT,2026-01-02 03:36:15,PROCESSED,SME,2024-06-05,3,4,576,1
268,100,4471.41,TRANSFER,2025-02-28 09:52:08,FAILED,RETAIL,2023-08-11,9,4,567,1
269,16,4968.63,DEBIT,2025-09-17 17:32:24,PROCESSED,CORPORATE,2023-07-03,17,2,807,1
270,5,4606.78,TRANSFER,2025-10-21 11:23:22,PENDING,SME,2024-11-02,11,1,353,1
271,21,1039.5,CREDIT,2025-11-11 22:16:30,PROCESSED,CORPORATE,2024-01-30,22,1,651,1
272,6,3636.65,CREDIT,2025-09-19 10:20:01,PROCESSED,SME,2021-09-12,10,4,1468,1
273,44,2592.19,DEBIT,2025-02-12 11:09:46,PROCESSED,CORPORATE,2025-02-21,11,2,-9,1
274,45,4773.38,DEBIT,2025-03-01 00:49:29,PROCESSED,CORPORATE,2021-07-29,0,5,1311,1
275,50,4680.98,CREDIT,2026-01-27 05:44:27,PROCESSED,CORPORATE,2024-10-14,5,1,470,1
276,85,1080.73,TRANSFER,2025-11-25 00:27:40,PENDING,SME,2023-11-17,0,1,739,1
277,31,1023.64,TRANSFER,2025-12-13 00:16:14,PROCESSED,SME,2021-09-16,0,5,1549,1
278,96,3424.73,DEBIT,2025-05-03 04:50:12,PROCESSED,CORPORATE,2023-05-21,4,5,713,1
279,81,4755.91,DEBIT,2025-10-04 06:17:00,PROCESSED,SME,2024-06-20,6,5,471,1
280,50,2027.01,CREDIT,2025-03-26 13:17:35,PROCESSED,CORPORATE,2024-10-14,13,2,163,1
281,37,3026.35,TRANSFER,2025-10-17 23:35:52,PROCESSED,RETAIL,2021-04-09,23,4,1652,1
282,51,4748.41,DEBIT,2025-04-04 00:45:58,PROCESSED,SME,2024-09-28,0,4,188,1
283,92,4577.13,DEBIT,2025-05-29 13:18:22,PROCESSED,RETAIL,2025-07-13,13,3,-45,1
284,8,2837.03,CREDIT,2026-01-04 03:46:39,PROCESSED,SME,2025-02-26,3,6,312,1
285,27,3819.84,TRANSFER,2025-10-14 02:40:10,PROCESSED,SME,2023-03-01,2,1,958,1
286,84,759.53,CREDIT,2025-02-15 10:30:44,PROCESSED,CORPORATE,2025-03-26,10,5,-39,1
287,55,3347.2,DEBIT,2025-09-04 15:04:19,PROCESSED,SME,2022-04-15,15,3,1238,1
288,69,1183.82,TRANSFER,2025-08-27 12:03:22,PENDING,RETAIL,2021-10-19,12,2,1408,1
289,50,766.49,TRANSFER,2025-03-29 10:24:14,PROCESSED,CORPORATE,2024-10-14,10,5,166,1
290,33,3392.77,TRANSFER,2025-11-20 11:10:55,PROCESSED,SME,2025-06-23,11,3,150,1
291,57,2045.15,TRANSFER,2025-03-27 05:28:48,PROCESSED,SME,2021-04-01,5,3,1456,1
292,91,4807.18,TRANSFER,2025-10-14 22:54:45,PROCESSED,CORPORATE,2025-02-07,22,1,249,1
293,11,1015.84,DEBIT,2025-06-10 19:05:12,FAILED,RETAIL,2023-02-12,19,1,849,1
294,11,10.25,CREDIT,2025-12-03 02:12:09,PROCESSED,RETAIL,2023-02-12,2,2,1025,0
295,68,3176.39,CREDIT,2025-08-13 23:51:20,PROCESSED,CORPORATE,2025-10-11,23,2,-59,1
296,22,3782.93,CREDIT,2025-02-16 03:47:53,PROCESSED,RETAIL,2024-05-21,3,6,271,1
297,40,403.07,TRANSFER,2025-09-04 08:48:48,PROCESSED,SME,2023-09-17,8,3,718,0
298,49,3119.59,TRANSFER,2025-05-24 02:29:20,PROCESSED,CORPORATE,2022-03-15,2,5,1166,1
299,46,2292.31,DEBIT,2025-10-19 05:09:21,PROCESSED,RETAIL,2024-09-30,5,6,384,1
300,83,2369.85,CREDIT,2026-02-06 12:55:59,PROCESSED,CORPORATE,2023-09-18,12,4,872,1
301,51,3759.17,DEBIT,2026-01-18 03:44:49,PROCESSED,SME,2024-09-28,3,6,477,1
302,95,314.72,CREDIT,2025-08-01 19:07:35,PROCESSED,RETAIL,2023-09-11,19,4,690,0
303,15,3928.32,TRANSFER,2025-06-09 06:27:46,PROCESSED,SME,2022-12-01,6,0,921,1
304,85,2430.1,TRANSFER,2025-07-09 12:36:04,PROCESSED,SME,2023-11-17,12,2,600,1
305,57,213.21,TRANSFER,2026-01-18 06:27:59,PROCESSED,SME,2021-04-01,6,6,1753,0
306,5,1622.56,DEBIT,2025-05-05 15:49:42,PENDING,SME,2024-11-02,15,0,184,1
307,41,2952.44,CREDIT,2025-05-03 09:25:30,PROCESSED,RETAIL,2023-10-21,9,5,560,1
308,71,2494.72,TRANSFER,2025-11-01 16:38:28,PROCESSED,CORPORATE,2024-12-09,16,5,327,1
309,50,3411.3,DEBIT,2025-12-07 04:59:07,PROCESSED,CORPORATE,2024-10-14,4,6,419,1
310,19,4265.08,DEBIT,2025-03-10 06:43:21,PROCESSED,SME,2025-06-06,6,0,-88,1
311,53,4553.94,CREDIT,2025-06-02 15:21:30,PROCESSED,SME,2024-06-05,15,0,362,1
312,87,2912.04,CREDIT,2026-01-22 19:18:39,PROCESSED,CORPORATE,2022-02-03,19,3,1449,1
313,42,3196.77,DEBIT,2025-08-21 17:52:52,PROCESSED,SME,2022-01-30,17,3,1299,1
314,68,1392.09,DEBIT,2025-06-25 05:02:59,PROCESSED,CORPORATE,2025-10-11,5,2,-108,1
315,71,3372.25,TRANSFER,2025-09-11 08:50:13,FAILED,CORPORATE,2024-12-09,8,3,276,1
316,87,3089.61,DEBIT,2025-07-23 18:53:19,PROCESSED,CORPORATE,2022-02-03,18,2,1266,1
317,37,1831.32,CREDIT,2025-02-22 17:30:28,PROCESSED,RETAIL,2021-04-09,17,5,1415,1
318,11,2871.32,CREDIT,2025-12-03 03:58:01,PROCESSED,RETAIL,2023-02-12,3,2,1025,1
319,44,547.62,CREDIT,2025-04-20 14:21:23,PROCESSED,CORPORATE,2025-02-21,14,6,58,1
320,65,4672.42,CREDIT,2025-10-07 05:29:32,PROCESSED,CORPORATE,2024-07-20,5,1,444,1
321,20,4382.39,TRANSFER,2025-06-17 04:27:21,PROCESSED,RETAIL,2021-04-15,4,1,1524,1
322,63,2086.51,CREDIT,2026-02-01 01:51:49,PENDING,SME,2021-04-24,1,6,1744,1
323,36,1633.11,DEBIT,2025-03-13 17:31:15,PROCESSED,CORPORATE,2022-08-10,17,3,946,1
324,86,687.36,CREDIT,2025-08-25 03:08:31,PROCESSED,RETAIL,2024-05-14,3,0,468,1
325,72,1315.76,TRANSFER,2025-05-31 14:37:12,PROCESSED,RETAIL,2023-11-25,14,5,553,1
326,75,663.73,TRANSFER,2026-01-07 22:44:57,PROCESSED,RETAIL,2021-07-28,22,2,1624,1
327,72,3699.22,DEBIT,2025-07-23 23:12:51,PROCESSED,RETAIL,2023-11-25,23,2,606,1
328,39,3645.81,TRANSFER,2025-11-13 14:59:34,PROCESSED,CORPORATE,2024-02-19,14,3,633,1
329,61,525.53,DEBIT,2026-01-14 20:16:19,PROCESSED,SME,2025-11-05,20,2,70,1
330,27,2799.6,TRANSFER,2025-12-21 03:21:44,PROCESSED,SME,2023-03-01,3,6,1026,1
331,43,2199.68,DEBIT,2026-01-19 18:31:19,PROCESSED,CORPORATE,2023-04-05,18,0,1020,1
332,84,135.52,TRANSFER,2025-05-12 12:12:09,PROCESSED,CORPORATE,2025-03-26,12,0,47,0
333,1,1996.81,TRANSFER,2025-03-11 10:03:20,PROCESSED,SME,2026-01-26,10,1,-321,1
334,29,4820.07,CREDIT,2026-02-08 21:24:18,PROCESSED,RETAIL,2024-11-30,21,6,435,1
335,75,2597.2,TRANSFER,2025-05-08 02:27:07,PROCESSED,RETAIL,2021-07-28,2,3,1380,1
336,47,742.73,CREDIT,2025-04-04 16:32:27,PROCESSED,RETAIL,2024-04-23,16,4,346,1
337,33,1568.91,DEBIT,2025-12-31 11:42:24,PROCESSED,SME,2025-06-23,11,2,191,1
338,33,1118.91,TRANSFER,2025-04-09 16:35:52,PROCESSED,SME,2025-06-23,16,2,-75,1
339,4,1006.26,CREDIT,2025-09-19 10:33:10,PROCESSED,SME,2021-07-30,10,4,1512,1
340,97,2955.51,TRANSFER,2025-07-05 13:31:55,PROCESSED,RETAIL,2021-09-02,13,5,1402,1
341,83,4319.02,CREDIT,2025-08-28 09:35:29,PROCESSED,CORPORATE,2023-09-18,9,3,710,1
342,8,3449.15,TRANSFER,2025-02-28 19:56:04,PROCESSED,SME,2025-02-26,19,4,2,1
343,63,4952.44,CREDIT,2025-03-06 03:13:17,PROCESSED,SME,2021-04-24,3,3,1412,1
344,71,44.25,DEBIT,2025-04-20 10:32:43,PENDING,CORPORATE,2024-12-09,10,6,132,0
345,36,2944.61,DEBIT,2025-03-17 03:24:47,FAILED,CORPORATE,2022-08-10,3,0,950,1
346,3,3350.5,TRANSFER,2025-12-18 18:44:10,PROCESSED,SME,2023-08-30,18,3,841,1
347,96,3803.36,DEBIT,2025-12-30 18:56:30,PROCESSED,CORPORATE,2023-05-21,18,1,954,1
348,88,813.97,CREDIT,2025-05-29 00:56:58,PROCESSED,RETAIL,2021-07-17,0,3,1412,1
349,100,1882.49,CREDIT,2025-06-06 04:29:28,PROCESSED,RETAIL,2023-08-11,4,4,665,1
350,86,4501.21,TRANSFER,2025-06-03 13:16:16,PROCESSED,RETAIL,2024-05-14,13,1,385,1
351,93,2598.16,DEBIT,2025-05-17 04:43:55,PROCESSED,RETAIL,2021-11-06,4,5,1288,1
352,25,1811.29,TRANSFER,2025-03-09 03:03:06,PROCESSED,CORPORATE,2022-07-19,3,6,964,1
353,24,1671.78,TRANSFER,2025-04-30 16:07:53,PROCESSED,RETAIL,2024-11-09,16,2,172,1
354,56,4297.84,CREDIT,2025-07-27 08:49:28,PROCESSED,CORPORATE,2025-11-05,8,6,-101,1
355,89,903.54,TRANSFER,2025-12-18 16:51:25,PENDING,CORPORATE,2021-08-16,16,3,1585,1
356,19,4821.37,CREDIT,2025-06-12 06:02:18,PROCESSED,SME,2025-06-06,6,3,6,1
357,63,4123.17,TRANSFER,2025-06-30 15:08:06,PROCESSED,SME,2021-04-24,15,0,1528,1
358,57,2210.07,DEBIT,2025-12-15 16:53:39,PROCESSED,SME,2021-04-01,16,0,1719,1
359,1,3093.9,CREDIT,2025-11-30 05:36:19,PROCESSED,SME,2026-01-26,5,6,-57,1
360,75,2153.78,CREDIT,2025-05-26 16:23:55,PENDING,RETAIL,2021-07-28,16,0,1398,1
361,35,4594.01,TRANSFER,2025-09-30 01:30:42,PROCESSED,SME,2025-02-12,1,1,230,1
362,17,4543.62,DEBIT,2025-12-01 09:27:26,PENDING,RETAIL,2022-01-30,9,0,1401,1
363,29,2696.76,DEBIT,2025-03-03 06:18:54,PROCESSED,RETAIL,2024-11-30,6,0,93,1
364,2,4680.41,DEBIT,2025-08-23 14:15:28,PROCESSED,RETAIL,2022-11-16,14,5,1011,1
365,37,406.74,DEBIT,2025-05-06 23:02:21,PROCESSED,RETAIL,2021-04-09,23,1,1488,0
366,2,4709.02,DEBIT,2025-05-01 23:33:14,PROCESSED,RETAIL,2022-11-16,23,3,897,1
367,62,3179.53,CREDIT,2025-08-03 12:56:23,PROCESSED,RETAIL,2024-12-05,12,6,241,1
368,54,2183.11,TRANSFER,2025-09-28 11:16:29,PROCESSED,RETAIL,2023-12-07,11,6,661,1
369,22,3158.21,TRANSFER,2025-04-07 07:45:38,PROCESSED,RETAIL,2024-05-21,7,0,321,1
370,22,2879.2,CREDIT,2025-12-13 23:42:09,PROCESSED,RETAIL,2024-05-21,23,5,571,1
371,22,3921.77,TRANSFER,2025-05-11 09:08:02,PROCESSED,RETAIL,2024-05-21,9,6,355,1
372,90,3880.84,DEBIT,2026-02-04 05:54:47,PROCESSED,CORPORATE,2024-04-18,5,2,657,1
373,11,69.63,TRANSFER,2025-07-02 00:17:20,PROCESSED,RETAIL,2023-02-12,0,2,871,0
374,50,776.81,TRANSFER,2025-12-28 13:34:31,PROCESSED,CORPORATE,2024-10-14,13,6,440,1
375,57,2457.92,CREDIT,2025-08-15 21:05:02,PROCESSED,SME,2021-04-01,21,4,1597,1
376,6,4945.42,CREDIT,2025-08-19 06:14:16,PROCESSED,SME,2021-09-12,6,1,1437,1
377,22,3795.73,TRANSFER,2025-04-16 09:47:03,PROCESSED,RETAIL,2024-05-21,9,2,330,1
378,46,3490.11,TRANSFER,2025-06-12 01:13:29,PROCESSED,RETAIL,2024-09-30,1,3,255,1
379,5,4122.52,DEBIT,2025-07-14 03:32:38,PROCESSED,SME,2024-11-02,3,0,254,1
380,76,4427.14,CREDIT,2025-05-27 18:59:46,PROCESSED,CORPORATE,2021-07-22,18,1,1405,1
381,35,518.73,TRANSFER,2026-01-10 20:04:33,PROCESSED,SME,2025-02-12,20,5,332,1
382,38,2505.76,DEBIT,2026-01-31 18:03:52,PROCESSED,CORPORATE,2023-01-31,18,5,1096,1
383,40,4858.64,TRANSFER,2025-07-08 18:36:31,PROCESSED,SME,2023-09-17,18,1,660,1
384,81,3897.95,DEBIT,2025-09-30 07:19:42,PROCESSED,SME,2024-06-20,7,1,467,1
385,15,3170.43,TRANSFER,2025-07-02 11:59:04,FAILED,SME,2022-12-01,11,2,944,1
386,8,3062.32,TRANSFER,2025-12-30 03:40:52,PROCESSED,SME,2025-02-26,3,1,307,1
387,42,2765.9,CREDIT,2025-02-22 18:12:16,PROCESSED,SME,2022-01-30,18,5,1119,1
388,46,1455.48,DEBIT,2025-08-11 01:27:20,PROCESSED,RETAIL,2024-09-30,1,0,315,1
389,24,1447.52,TRANSFER,2025-08-27 12:08:26,PROCESSED,RETAIL,2024-11-09,12,2,291,1
390,81,1556.49,TRANSFER,2025-10-08 09:34:50,PROCESSED,SME,2024-06-20,9,2,475,1
391,84,3378.32,TRANSFER,2025-04-22 14:25:17,PROCESSED,CORPORATE,2025-03-26,14,1,27,1
392,88,1438.02,TRANSFER,2025-07-28 14:40:04,PROCESSED,RETAIL,2021-07-17,14,0,1472,1
393,81,2530.01,DEBIT,2025-08-08 12:09:39,PROCESSED,SME,2024-06-20,12,4,414,1
394,97,1963.59,CREDIT,2025-03-15 13:11:16,PROCESSED,RETAIL,2021-09-02,13,5,1290,1
395,7,4594.05,DEBIT,2025-05-13 14:26:06,PROCESSED,RETAIL,2023-12-04,14,1,526,1
396,73,1958.55,TRANSFER,2025-06-19 06:06:36,PROCESSED,SME,2021-02-12,6,3,1588,1
397,35,3076.95,CREDIT,2025-12-04 04:19:47,FAILED,SME,2025-02-12,4,3,295,1
398,26,4011.47,DEBIT,2025-05-23 17:59:08,PROCESSED,SME,2022-08-16,17,4,1011,1
399,43,4908.61,CREDIT,2025-02-24 04:45:16,PROCESSED,CORPORATE,2023-04-05,4,0,691,1
400,57,182.54,DEBIT,2025-12-28 05:37:23,PROCESSED,SME,2021-04-01,5,6,1732,0
401,11,457.69,CREDIT,2026-02-03 01:23:35,PROCESSED,RETAIL,2023-02-12,1,1,1087,0
402,73,4150.77,DEBIT,2025-06-02 03:37:35,PENDING,SME,2021-02-12,3,0,1571,1
403,57,2140.46,TRANSFER,2026-01-09 03:03:37,FAILED,SME,2021-04-01,3,4,1744,1
404,78,4679.46,TRANSFER,2025-08-13 17:06:24,PROCESSED,SME,2021-07-22,17,2,1483,1
405,24,4691.76,DEBIT,2026-01-01 20:22:56,PROCESSED,RETAIL,2024-11-09,20,3,418,1
406,17,2216.43,DEBIT,2025-08-21 22:35:19,PROCESSED,RETAIL,2022-01-30,22,3,1299,1
407,64,4332.1,DEBIT,2025-08-22 09:40:44,PROCESSED,CORPORATE,2025-07-06,9,4,47,1
408,35,1899.69,DEBIT,2025-04-08 14:33:24,PROCESSED,SME,2025-02-12,14,1,55,1
409,34,4803.92,TRANSFER,2025-07-01 13:15:57,PROCESSED,RETAIL,2025-09-02,13,1,-63,1
410,93,2073.77,DEBIT,2025-04-22 07:50:53,PROCESSED,RETAIL,2021-11-06,7,1,1263,1
411,88,4831.68,CREDIT,2025-11-15 05:18:53,PROCESSED,RETAIL,2021-07-17,5,5,1582,1
412,8,3403.4,TRANSFER,2025-10-05 15:34:28,PROCESSED,SME,2025-02-26,15,6,221,1
413,36,1098.86,DEBIT,2025-09-20 20:16:42,PROCESSED,CORPORATE,2022-08-10,20,5,1137,1
414,65,3316.63,DEBIT,2025-06-07 22:13:11,PROCESSED,CORPORATE,2024-07-20,22,5,322,1
415,80,4658.14,CREDIT,2025-10-19 12:59:21,PROCESSED,RETAIL,2021-09-13,12,6,1497,1
416,55,2664.63,CREDIT,2026-01-04 15:32:26,PROCESSED,SME,2022-04-15,15,6,1360,1
417,5,3068.47,DEBIT,2026-02-07 04:57:33,PENDING,SME,2024-11-02,4,5,462,1
418,66,1972.07,TRANSFER,2025-10-23 22:49:23,PROCESSED,CORPORATE,2024-06-02,22,3,508,1
419,48,4567.41,TRANSFER,2025-10-10 18:23:51,PROCESSED,SME,2023-05-16,18,4,878,1
420,78,2341.32,CREDIT,2025-09-20 17:14:27,PROCESSED,SME,2021-07-22,17,5,1521,1
421,34,1919.24,DEBIT,2025-07-25 15:11:02,FAILED,RETAIL,2025-09-02,15,4,-39,1
422,95,71.33,DEBIT,2026-01-19 03:15:46,PROCESSED,RETAIL,2023-09-11,3,0,861,0
423,68,2112.75,TRANSFER,2025-02-18 15:48:52,PROCESSED,CORPORATE,2025-10-11,15,1,-235,1
424,7,2557.86,CREDIT,2025-07-10 22:07:37,PROCESSED,RETAIL,2023-12-04,22,3,584,1
425,5,2147.54,TRANSFER,2025-11-27 19:42:21,PROCESSED,SME,2024-11-02,19,3,390,1
426,92,951.75,TRANSFER,2025-02-12 07:17:14,PROCESSED,RETAIL,2025-07-13,7,2,-151,1
427,20,4424.28,TRANSFER,2026-02-02 00:09:47,PROCESSED,RETAIL,2021-04-15,0,0,1754,1
428,8,3127.75,TRANSFER,2025-10-04 12:18:43,PROCESSED,SME,2025-02-26,12,5,220,1
429,18,3044.13,TRANSFER,2025-03-06 03:09:00,PROCESSED,RETAIL,2025-03-25,3,3,-19,1
430,35,3852.22,TRANSFER,2025-11-29 03:57:24,PROCESSED,SME,2025-02-12,3,5,290,1
431,7,1374.37,DEBIT,2025-08-28 23:52:22,PROCESSED,RETAIL,2023-12-04,23,3,633,1
432,45,3435.79,CREDIT,2025-09-27 03:00:09,PROCESSED,CORPORATE,2021-07-29,3,5,1521,1
433,48,818.38,DEBIT,2025-07-06 13:26:15,PROCESSED,SME,2023-05-16,13,6,782,1
434,80,482.44,CREDIT,2025-06-21 21:12:44,PENDING,RETAIL,2021-09-13,21,5,1377,0
435,65,1033.84,DEBIT,2025-11-24 13:31:39,PROCESSED,CORPORATE,2024-07-20,13,0,492,1
436,54,2769.6,TRANSFER,2026-01-30 04:29:31,PROCESSED,RETAIL,2023-12-07,4,4,785,1
437,85,3522.75,DEBIT,2025-06-20 16:16:08,PROCESSED,SME,2023-11-17,16,4,581,1
438,17,4249.04,TRANSFER,2026-01-21 21:59:50,PROCESSED,RETAIL,2022-01-30,21,2,1452,1
439,83,4933.76,DEBIT,2026-01-29 01:47:33,PROCESSED,CORPORATE,2023-09-18,1,3,864,1
440,35,827.2,TRANSFER,2025-06-09 11:35:51,PROCESSED,SME,2025-02-12,11,0,117,1
441,22,1378.68,DEBIT,2025-08-24 09:29:53,PROCESSED,RETAIL,2024-05-21,9,6,460,1
442,20,40.03,CREDIT,2025-09-07 16:35:45,PROCESSED,RETAIL,2021-04-15,16,6,1606,0
443,50,2502.88,TRANSFER,2025-10-12 12:48:55,FAILED,CORPORATE,2024-10-14,12,6,363,1
444,24,2794.11,TRANSFER,2025-07-23 02:48:14,PROCESSED,RETAIL,2024-11-09,2,2,256,1
445,90,1536.87,DEBIT,2026-01-30 17:34:53,PROCESSED,CORPORATE,2024-04-18,17,4,652,1
446,71,2329.15,DEBIT,2025-09-09 06:38:57,FAILED,CORPORATE,2024-12-09,6,1,274,1
447,99,443.23,DEBIT,2025-10-04 08:47:46,PROCESSED,CORPORATE,2024-07-15,8,5,446,0
448,43,1424.92,TRANSFER,2025-06-25 00:12:21,PROCESSED,CORPORATE,2023-04-05,0,2,812,1
449,48,2541.91,TRANSFER,2025-04-16 06:45:07,PROCESSED,SME,2023-05-16,6,2,701,1
450,88,3357.68,CREDIT,2025-06-05 03:31:12,PROCESSED,RETAIL,2021-07-17,3,3,1419,1
451,55,1974.86,DEBIT,2025-11-03 22:29:06,PROCESSED,SME,2022-04-15,22,0,1298,1
452,19,1489.32,CREDIT,2025-11-06 02:35:51,FAILED,SME,2025-06-06,2,3,153,1
453,62,3501.35,TRANSFER,2025-04-11 02:42:14,PROCESSED,RETAIL,2024-12-05,2,4,127,1
454,21,1128.63,CREDIT,2025-07-08 00:50:26,PROCESSED,CORPORATE,2024-01-30,0,1,525,1
455,82,1997.81,CREDIT,2025-07-30 17:00:28,PROCESSED,RETAIL,2024-01-31,17,2,546,1
456,92,611.52,DEBIT,2025-09-17 19:31:15,PROCESSED,RETAIL,2025-07-13,19,2,66,1
457,4,1138.43,DEBIT,2025-08-07 02:38:55,PROCESSED,SME,2021-07-30,2,3,1469,1
458,24,2704.05,TRANSFER,2025-06-25 01:45:21,PROCESSED,RETAIL,2024-11-09,1,2,228,1
459,29,153.79,DEBIT,2025-05-28 13:26:31,PROCESSED,RETAIL,2024-11-30,13,2,179,0
460,33,4432.93,TRANSFER,2025-02-23 08:29:57,PROCESSED,SME,2025-06-23,8,6,-120,1
461,12,3694.39,CREDIT,2025-05-11 12:59:19,PROCESSED,RETAIL,2022-04-06,12,6,1131,1
462,1,2428.82,CREDIT,2025-12-19 08:07:55,PROCESSED,SME,2026-01-26,8,4,-38,1
463,100,4302.88,TRANSFER,2025-04-06 01:02:07,PROCESSED,RETAIL,2023-08-11,1,6,604,1
464,41,4010.33,TRANSFER,2026-01-17 19:01:01,PROCESSED,RETAIL,2023-10-21,19,5,819,1
465,38,1356.72,DEBIT,2025-05-30 01:42:11,PROCESSED,CORPORATE,2023-01-31,1,4,850,1
466,12,805.71,DEBIT,2025-06-18 20:57:13,PROCESSED,RETAIL,2022-04-06,20,2,1169,1
467,45,2621.03,TRANSFER,2025-09-27 04:30:34,PROCESSED,CORPORATE,2021-07-29,4,5,1521,1
468,77,3337.2,TRANSFER,2025-06-30 19:03:15,PROCESSED,CORPORATE,2023-02-03,19,0,878,1
469,67,2632.97,CREDIT,2025-08-12 18:34:29,PROCESSED,RETAIL,2021-10-13,18,1,1399,1
470,96,3638.15,TRANSFER,2025-05-08 12:40:52,PROCESSED,CORPORATE,2023-05-21,12,3,718,1
471,75,3988.32,TRANSFER,2025-03-11 06:26:55,PROCESSED,RETAIL,2021-07-28,6,1,1322,1
472,35,204.74,DEBIT,2025-09-28 21:40:10,PROCESSED,SME,2025-02-12,21,6,228,0
473,33,802.44,TRANSFER,2026-01-31 04:57:50,PROCESSED,SME,2025-06-23,4,5,222,1
474,49,286.58,CREDIT,2026-01-19 10:55:52,PENDING,CORPORATE,2022-03-15,10,0,1406,0
475,13,1343.01,DEBIT,2025-11-03 21:03:36,PROCESSED,CORPORATE,2023-10-26,21,0,739,1
476,39,404.81,TRANSFER,2025-10-12 16:36:21,PROCESSED,CORPORATE,2024-02-19,16,6,601,0
477,57,3261.78,DEBIT,2025-11-16 16:03:03,PROCESSED,SME,2021-04-01,16,6,1690,1
478,85,4727.15,CREDIT,2025-07-14 07:52:29,PROCESSED,SME,2023-11-17,7,0,605,1
479,71,944.61,DEBIT,2025-08-15 03:14:19,PROCESSED,CORPORATE,2024-12-09,3,4,249,1
480,52,1747.69,CREDIT,2026-01-04 20:16:53,PROCESSED,SME,2023-08-24,20,6,864,1
481,83,3081.46,CREDIT,2025-09-14 22:00:07,PROCESSED,CORPORATE,2023-09-18,22,6,727,1
482,39,3804.61,CREDIT,2025-03-03 18:01:54,PROCESSED,CORPORATE,2024-02-19,18,0,378,1
483,17,1122.19,TRANSFER,2025-04-10 19:12:31,PROCESSED,RETAIL,2022-01-30,19,3,1166,1
484,11,3164.04,TRANSFER,2026-02-01 10:37:57,PROCESSED,RETAIL,2023-02-12,10,6,1085,1
485,58,4991.21,DEBIT,2025-07-20 03:25:48,PROCESSED,CORPORATE,2024-08-27,3,6,327,1
486,70,3666.2,DEBIT,2025-10-11 02:16:18,PROCESSED,SME,2025-04-12,2,5,182,1
487,30,4946.4,CREDIT,2025-11-24 05:42:29,FAILED,SME,2022-04-16,5,0,1318,1
488,60,4896.23,TRANSFER,2025-08-08 08:01:12,PROCESSED,RETAIL,2024-02-05,8,4,550,1
489,80,3467.28,CREDIT,2026-02-04 11:23:55,PROCESSED,RETAIL,2021-09-13,11,2,1605,1
490,35,325.57,TRANSFER,2025-12-20 14:24:35,PROCESSED,SME,2025-02-12,14,5,311,0
491,76,4870.76,DEBIT,2025-07-04 06:51:38,PROCESSED,CORPORATE,2021-07-22,6,4,1443,1
492,100,1494.32,TRANSFER,2025-12-04 21:32:48,PROCESSED,RETAIL,2023-08-11,21,3,846,1
493,57,4124.39,TRANSFER,2025-11-30 08:44:17,PROCESSED,SME,2021-04-01,8,6,1704,1
494,14,1044.93,CREDIT,2025-09-22 06:46:25,PROCESSED,RETAIL,2022-03-14,6,0,1288,1
495,35,3391.3,TRANSFER,2025-02-11 15:54:29,PROCESSED,SME,2025-02-12,15,1,-1,1
496,94,2848.26,CREDIT,2025-04-12 12:58:01,PROCESSED,CORPORATE,2024-06-15,12,5,301,1
497,11,3306.66,DEBIT,2025-06-01 23:27:13,PROCESSED,RETAIL,2023-02-12,23,6,840,1
498,73,1403.14,TRANSFER,2025-09-13 17:46:42,PROCESSED,SME,2021-02-12,17,5,1674,1
499,99,4281.06,DEBIT,2025-12-22 15:50:54,PROCESSED,CORPORATE,2024-07-15,15,0,525,1
500,16,2538.9,CREDIT,2025-04-28 15:40:06,PROCESSED,CORPORATE,2023-07-03,15,0,665,1
